id,timestamp,trans_period_id,driver_id,chargepoint_id,ocpp_name,stop_state,start_datetime,ocpp_trans_id,start_id_tag,stop_id_tag,start_type,stop_reason,stop_datetime,meter_start,meter_stop,seconds_alloc,priority_charge,priority_charge_paid,shared,suspev_datetime,range_limit_datetime,plugout_datetime,overstay_chargeable_minutes,connector,column_name,invoice_id
835,2023-11-26 19:49:42,7,84,136,B3-39,,2023-11-26 04:21:23,5,.,.,Local,Local,2023-11-26 19:49:42,571298,619177,24843,0,0,,2023-11-26 11:15:26,,,,1,,
836,2023-11-26 21:47:13,7,73,121,B2-82,,2023-11-26 15:52:33,4,.,.,Local,Local,2023-11-26 21:47:13,17487,25193,4140,0,0,,2023-11-26 17:01:34,,,,1,,
837,2023-11-27 15:49:48,7,64,117,B1-136,,2023-11-26 20:34:28,8,.,.,Local,Local,2023-11-27 15:49:48,15542,19266,4200,0,0,,2023-11-26 21:44:29,,,,1,,
838,2023-11-27 17:01:29,7,63,119,B1-138,,2023-11-27 04:24:50,9,.,.,Local,Local,2023-11-27 17:01:29,274084,287270,7021,0,0,,2023-11-27 06:21:51,,,,1,,
839,2023-11-27 17:16:17,7,62,115,B1-126,,2023-11-27 13:57:20,10,.,.,Local,Local,2023-11-27 17:16:17,75401,93110,9359,0,0,,2023-11-27 16:33:22,,,,1,,
840,2023-11-27 19:23:12,7,74,124,B2-66,,2023-11-27 05:23:40,5,.,.,Local,Local,2023-11-27 19:23:12,209646,283985,39006,0,0,,2023-11-27 16:13:45,,,,1,,
841,2023-11-27 19:27:44,4,28,103,P2-6,,2023-11-26 23:15:32,1,App.Charge.Card,App.Charge.Card,Local,EVDisconnected,2023-11-27 19:27:44,2220356,2271100,28619,0,0,,2023-11-27 07:12:31,,,,1,,
842,2023-11-28 00:01:53,1,88,143,1130804099,,2023-11-27 15:15:35,13,.,.,Local,EVDisconnected,2023-11-28 00:01:53,1020590,1067240,31546,0,0,,,,,,1,,
843,2023-11-28 02:51:18,7,84,136,B3-39,,2023-11-28 01:16:05,6,.,.,Local,Local,2023-11-28 02:51:18,619177,630285,5712,0,0,,,,,,1,,
844,2023-11-28 05:30:18,7,84,136,B3-39,,2023-11-28 02:53:44,7,.,.,Local,Local,2023-11-28 05:30:18,630285,648111,9393,0,0,,,,,,1,,
845,2023-11-28 14:11:20,7,63,119,B1-138,,2023-11-28 04:05:36,12,.,.,Local,Local,2023-11-28 14:11:20,287270,299922,6781,0,0,,2023-11-28 05:58:37,,,,1,,
846,2023-11-28 15:59:30,7,64,117,B1-136,,2023-11-28 01:47:49,11,.,.,Local,Local,2023-11-28 15:59:30,19266,30191,11581,0,0,,2023-11-28 05:00:51,,,,1,,
847,2023-11-28 16:52:28,7,73,121,B2-82,,2023-11-28 06:35:47,6,.,.,Local,Local,2023-11-28 16:52:28,25193,42096,8820,0,0,,2023-11-28 09:02:48,,,,1,,
848,2023-11-28 19:15:35,1,88,143,1130804099,,2023-11-28 16:11:10,14,.,.,Local,Local,2023-11-28 19:15:35,1067240,1082750,11063,0,0,,,,,,1,,
849,2023-11-28 20:33:42,4,54,75,P2-32,,2023-11-27 23:40:08,2,App.Charge.Card,App.Charge.Card,Local,EVDisconnected,2023-11-28 20:33:42,66435,83003,9837,0,0,,2023-11-28 02:24:07,,,,1,,
850,2023-11-29 00:59:06,1,88,142,C11-1,,2023-11-28 21:05:57,15,.,,Local,Other,2023-11-29 00:59:06,3966,21023,11938,0,0,,,,,,1,,
851,2023-11-29 01:58:33,1,88,143,1130804099,,2023-11-29 00:51:13,16,.,.,Local,EVDisconnected,2023-11-29 01:58:33,1082750,1088650,4039,0,0,,,,,,1,,
852,2023-11-29 15:20:26,7,73,121,B2-82,,2023-11-29 02:29:52,7,.,.,Local,Local,2023-11-29 15:20:26,42096,48643,3480,0,0,,2023-11-29 03:27:52,,,,1,,
853,2023-11-29 15:52:27,7,64,117,B1-136,,2023-11-29 04:37:30,14,.,.,Local,Local,2023-11-29 15:52:27,30191,38757,9001,0,0,,2023-11-29 07:07:31,,,,1,,
854,2023-11-29 20:34:16,7,63,119,B1-138,,2023-11-29 01:13:48,13,.,.,Local,Local,2023-11-29 20:34:16,299922,309288,5041,0,0,,2023-11-29 02:37:49,,,,1,,
855,2023-11-29 20:42:07,1,88,143,1130804099,,2023-11-29 17:20:12,17,.,.,Local,EVDisconnected,2023-11-29 20:42:07,1088650,1105800,12115,0,0,,,,,,1,,
856,2023-11-30 00:38:14,1,88,143,1130804099,,2023-11-29 20:57:33,18,.,.,Local,EVDisconnected,2023-11-30 00:38:14,1105810,1124400,13240,0,0,,,,,,1,,
857,2023-11-30 14:16:07,7,63,119,B1-138,,2023-11-30 02:27:47,16,.,.,Local,Local,2023-11-30 14:16:07,309288,320754,6121,0,0,,2023-11-30 04:09:48,,,,1,,
858,2023-11-30 15:52:18,7,64,117,B1-136,,2023-11-30 01:32:33,15,.,.,Local,Local,2023-11-30 15:52:18,38757,46446,8161,0,0,,2023-11-30 03:48:34,,,,1,,
859,2023-11-30 15:52:24,7,64,117,B1-136,,2023-11-30 15:52:22,17,.,.,Local,Local,2023-11-30 15:52:24,46446,46446,1,0,0,,,,,,1,,
860,2023-11-30 16:04:53,7,76,133,B3-35,,2023-11-29 23:48:46,1,.,.,Local,Local,2023-11-30 16:04:53,256215,282059,13262,0,0,,2023-11-30 03:29:48,,,,1,,
861,2023-11-30 16:14:52,1,88,143,1130804099,,2023-11-30 14:18:42,19,.,.,Local,EVDisconnected,2023-11-30 16:14:52,1124400,1134800,6969,0,0,,,,,,1,,
862,2023-11-30 19:08:09,6,60,112,GS-1,,2023-11-30 19:07:17,2,.,.,Local,Local,2023-11-30 19:08:09,17,39,50,0,0,,,,,,1,,
863,2023-12-01 02:50:59,7,73,121,B2-82,,2023-11-30 19:22:09,9,.,.,Local,Local,2023-12-01 02:50:59,48643,65535,8821,0,0,,2023-11-30 21:49:10,,,,1,,
864,2023-12-01 14:23:47,14,73,121,B2-82,,2023-12-01 05:42:56,10,.,.,Local,Local,2023-12-01 14:23:47,65535,83435,9361,0,0,,2023-12-01 08:18:57,,,,1,,
865,2023-12-01 14:25:46,14,63,119,B1-138,,2023-12-01 04:56:49,18,.,.,Local,Local,2023-12-01 14:25:46,320754,330229,5101,0,0,,2023-12-01 06:21:51,,,,1,,
866,2023-12-01 14:50:37,8,89,144,1130804100,,2023-12-01 14:37:22,3,.,.,Local,EVDisconnected,2023-12-01 14:50:37,15150,17000,755,0,0,,,,,,1,,
867,2023-12-01 16:13:33,8,88,143,1130804099,,2023-12-01 14:23:10,20,.,.,Local,EVDisconnected,2023-12-01 16:13:33,1134800,1143970,6622,0,0,,,,,,1,,
868,2023-12-01 19:35:49,8,89,144,1130804100,,2023-12-01 16:58:58,4,.,.,Local,EVDisconnected,2023-12-01 19:35:49,17000,35610,8708,0,0,,,,,,1,,
869,2023-12-01 19:39:18,8,89,144,1130804100,,2023-12-01 19:36:07,5,.,.,Local,EVDisconnected,2023-12-01 19:39:18,35610,35610,190,0,0,,,,,,1,,
870,2023-12-01 20:34:40,8,89,144,1130804100,,2023-12-01 20:32:29,6,.,.,Local,EVDisconnected,2023-12-01 20:34:40,35610,35610,130,0,0,,,,,,1,,
871,2023-12-01 20:59:57,14,62,115,B1-126,,2023-12-01 17:23:29,19,.,.,Local,Local,2023-12-01 20:59:57,93110,116407,12182,0,0,,2023-12-01 20:46:32,,,,1,,
872,2023-12-02 04:53:47,14,80,130,B3-55,,2023-12-02 00:41:53,2,.,.,Local,Local,2023-12-02 04:53:47,155355,177447,11462,0,0,,2023-12-02 03:52:55,,,,1,,
873,2023-12-02 06:19:26,8,89,144,1130804100,,2023-12-02 04:11:14,7,.,.,Local,Local,2023-12-02 06:19:26,35610,54770,7691,0,0,,,,,,1,,
874,2023-12-02 14:30:02,14,73,121,B2-82,,2023-12-02 04:58:08,1,.,.,Local,Local,2023-12-02 14:30:02,83435,91926,4500,0,0,,2023-12-02 06:13:09,,,,1,,
875,2023-12-02 16:12:38,14,72,123,B2-65,,2023-12-02 08:13:14,2,.,.,Local,Local,2023-12-02 16:12:38,43699,68739,13081,0,0,,2023-12-02 11:51:16,,,,1,,
876,2023-12-02 17:56:06,14,63,119,B1-138,,2023-12-02 04:05:34,21,.,.,Local,Local,2023-12-02 17:56:06,330229,337930,4140,0,0,,2023-12-02 05:14:35,,,,1,,
877,2023-12-02 19:09:57,14,64,117,B1-136,,2023-12-02 00:32:31,20,.,.,Local,Local,2023-12-02 19:09:57,46446,55132,9180,0,0,,2023-12-02 03:05:33,,,,1,,
878,2023-12-02 19:49:30,14,84,136,B3-39,,2023-12-02 15:30:02,3,.,.,Local,Local,2023-12-02 19:49:30,691540,721072,15567,0,0,,,,,,1,,
879,2023-12-02 22:10:32,14,63,119,B1-138,,2023-12-02 21:04:19,23,.,.,Local,Local,2023-12-02 22:10:32,337930,344793,3720,0,0,,2023-12-02 22:06:20,,,,1,,
880,2023-12-02 23:51:22,14,67,122,B2-70,,2023-12-02 23:16:57,3,.,.,Local,Local,2023-12-02 23:51:22,104892,105044,2064,0,0,,,,,,1,,
881,2023-12-03 00:09:40,14,84,136,B3-39,,2023-12-02 19:51:40,4,.,.,Local,Local,2023-12-03 00:09:40,721072,751239,15479,0,0,,,,,,1,,
882,2023-12-03 00:16:37,14,67,122,B2-70,,2023-12-02 23:51:32,4,.,.,Local,Local,2023-12-03 00:16:37,105044,105130,1505,0,0,,,,,,1,,
883,2023-12-03 02:22:18,14,84,136,B3-39,,2023-12-03 00:12:03,6,.,.,Local,Local,2023-12-03 02:22:18,751239,766041,7814,0,0,,,,,,1,,
884,2023-12-03 18:33:36,14,64,117,B1-136,,2023-12-02 20:09:50,22,.,,Local,Other,2023-12-03 18:33:36,55132,59024,4260,0,0,,,,,,1,,
886,2023-12-04 01:56:12,14,63,119,B1-138,,2023-12-03 18:48:03,25,.,.,Local,Local,2023-12-04 01:56:12,344793,357331,6721,0,0,,2023-12-03 20:40:04,,,,1,,
888,2023-12-04 16:01:44,14,64,117,B1-136,,2023-12-03 18:33:52,24,.,.,Local,Local,2023-12-04 16:01:44,59024,60831,2220,0,0,,2023-12-03 19:10:52,,,,1,,
890,2023-12-04 18:22:50,14,84,136,B3-39,,2023-12-03 10:44:46,7,.,,Local,Other,2023-12-04 18:22:50,766041,767290,727,0,0,,,,,,1,,
891,2023-12-04 19:40:30,8,88,143,1130804099,,2023-12-04 13:57:38,21,.,.,Local,EVDisconnected,2023-12-04 19:40:30,1143970,1173700,20571,0,0,,,,,,1,,
892,2023-12-04 20:08:50,14,63,119,B1-138,,2023-12-04 16:01:10,26,.,.,Local,Local,2023-12-04 20:08:50,357331,365836,4560,0,0,,2023-12-04 17:17:11,,,,1,,
893,2023-12-04 20:19:57,14,84,136,B3-39,,2023-12-04 19:24:33,8,.,.,Local,Local,2023-12-04 20:19:57,0,6109,3378,0,0,,,,,,1,,
895,2023-12-04 22:02:22,8,88,142,C11-1,,2023-12-04 20:28:29,22,.,.,Local,Local,2023-12-04 22:02:22,21030,29206,5570,0,0,,,,,,1,,
896,2023-12-05 07:22:55,14,84,136,B3-39,,2023-12-05 01:45:22,9,.,.,Local,Local,2023-12-05 07:22:55,6109,45506,20252,0,0,,,,,,1,,
898,2023-12-05 15:39:57,14,64,117,B1-136,,2023-12-05 01:44:49,27,.,.,Local,Local,2023-12-05 15:39:57,60831,72042,11761,0,0,,2023-12-05 05:00:50,,,,1,,
899,2023-12-05 18:59:01,14,62,115,B1-126,,2023-12-05 13:26:56,28,.,.,Local,Local,2023-12-05 18:59:01,116407,136892,10742,0,0,,2023-12-05 16:25:58,,,,1,,
900,2023-12-05 19:43:27,14,67,122,B2-70,,2023-12-03 00:16:41,5,.,,Local,Other,2023-12-05 19:43:27,105130,153604,26224,0,0,,2023-12-03 07:33:45,,,,1,,
901,2023-12-05 19:43:14,14,72,123,B2-65,,2023-12-03 03:37:14,6,.,,Local,Other,2023-12-05 19:43:14,68739,121936,27515,0,0,,,,,,1,,
902,2023-12-05 19:44:54,14,72,123,B2-65,,2023-12-05 19:44:24,7,.,.,Local,Local,2023-12-05 19:44:54,0,15,28,0,0,,,,,,1,,
903,2023-12-05 19:46:01,14,74,124,B2-66,,2023-12-05 19:45:21,8,.,.,Local,Local,2023-12-05 19:46:01,0,34,39,0,0,,,,,,1,,
904,2023-12-05 20:02:19,8,89,144,1130804100,,2023-12-05 16:52:20,8,.,.,Local,EVDisconnected,2023-12-05 20:02:19,54770,72290,10776,0,0,,,,,,1,,
905,2023-12-05 21:03:11,8,88,143,1130804099,,2023-12-05 15:31:12,23,.,.,Local,Local,2023-12-05 21:03:11,1173700,1203550,19918,0,0,,,,,,1,,
906,2023-12-05 23:01:19,8,89,144,1130804100,,2023-12-05 21:51:22,1,.,.,Local,EVDisconnected,2023-12-05 23:01:19,72220,82720,4195,0,0,,,,,,1,,
907,2023-12-05 23:47:29,14,63,119,B1-138,,2023-12-05 22:22:32,29,.,.,Local,Local,2023-12-05 23:47:29,365836,375505,5097,0,0,,,,,,1,,
908,2023-12-06 00:20:16,14,74,124,B2-66,,2023-12-05 20:04:19,9,.,.,Local,Local,2023-12-06 00:20:16,34,29287,15356,0,0,,,,,,1,,
909,2023-12-06 03:59:13,14,76,133,B3-35,,2023-12-05 23:11:06,10,.,.,Local,Local,2023-12-06 03:59:13,282059,309004,13862,0,0,,2023-12-06 03:02:08,,,,1,,
910,2023-12-06 04:51:57,8,89,144,1130804100,,2023-12-06 04:49:42,2,.,.,Local,EVDisconnected,2023-12-06 04:51:57,82720,82940,54,0,0,,,,,,1,,
911,2023-12-06 07:59:22,8,89,144,1130804100,,2023-12-06 04:53:34,3,.,.,Local,Local,2023-12-06 07:59:22,82940,110660,11021,0,0,,,,,,1,,
912,2023-12-06 14:45:50,14,73,121,B2-82,,2023-12-06 03:58:02,11,.,.,Local,Local,2023-12-06 14:45:50,91926,107744,8281,0,0,,2023-12-06 06:16:03,,,,1,,
913,2023-12-06 15:48:17,14,64,117,B1-136,,2023-12-06 01:44:21,30,.,.,Local,Local,2023-12-06 15:48:17,72042,77123,5460,0,0,,2023-12-06 03:15:22,,,,1,,
914,2023-12-06 19:59:31,14,74,124,B2-66,,2023-12-06 01:17:27,10,.,.,Local,Local,2023-12-06 19:59:31,29287,42861,7200,0,0,,2023-12-06 03:17:27,,,,1,,
915,2023-12-06 21:20:31,8,89,144,1130804100,,2023-12-06 21:17:04,4,.,.,Local,Local,2023-12-06 21:20:31,110660,110910,203,0,0,,,,,,1,,
916,2023-12-06 21:37:14,8,89,144,1130804100,,2023-12-06 21:26:30,5,.,.,Local,Local,2023-12-06 21:37:14,110910,111460,643,0,0,,,,,,1,,
917,2023-12-07 01:13:33,8,88,143,1130804099,,2023-12-06 19:00:56,24,.,.,Local,EVDisconnected,2023-12-07 01:13:33,1203550,1236530,22354,0,0,,,,,,1,,
918,2023-12-07 02:58:35,8,89,144,1130804100,,2023-12-07 02:30:15,6,.,.,Local,Local,2023-12-07 02:58:35,111390,115380,1699,0,0,,,,,,1,,
919,2023-12-07 07:50:36,8,88,143,1130804099,,2023-12-07 04:33:56,25,.,.,Local,Local,2023-12-07 07:50:36,1236530,1253130,11798,1,1,,,,,,1,,
920,2023-12-07 14:19:13,14,63,119,B1-138,,2023-12-07 04:41:07,32,.,.,Local,Local,2023-12-07 14:19:13,375505,392018,8761,0,0,,2023-12-07 07:07:09,,,,1,,
921,2023-12-07 15:14:04,14,62,115,B1-126,,2023-12-07 13:52:23,33,.,.,Local,Local,2023-12-07 15:14:04,136892,139594,1560,0,0,,2023-12-07 14:18:24,,,,1,,
922,2023-12-07 15:50:07,14,64,117,B1-136,,2023-12-07 01:36:23,31,.,.,Local,Local,2023-12-07 15:50:07,77123,83918,7320,0,0,,2023-12-07 03:38:24,,,,1,,
923,2023-12-07 16:34:15,14,84,136,B3-39,,2023-12-07 06:18:08,11,.,.,Local,Local,2023-12-07 16:34:15,45506,83561,19681,0,0,,2023-12-07 11:46:11,,,,1,,
924,2023-12-07 17:07:09,8,88,142,C11-1,,2023-12-07 13:42:04,26,.,,Local,Other,2023-12-07 17:07:09,29206,43284,9700,1,1,,,,,,1,,
925,2023-12-07 17:42:31,14,73,121,B2-82,,2023-12-07 05:37:46,13,.,.,Local,Local,2023-12-07 17:42:31,107744,120277,6540,0,0,,2023-12-07 07:26:47,,,,1,,
926,2023-12-07 18:07:43,14,68,120,B2-85,,2023-12-06 23:26:26,12,.,.,Local,Local,2023-12-07 18:07:43,63318,69339,6481,0,0,,2023-12-07 01:14:28,,,,1,,
927,2023-12-07 19:54:44,8,88,142,C11-1,,2023-12-07 17:07:11,27,.,.,Local,Local,2023-12-07 19:54:44,0,13193,9084,1,1,,,,,,1,,
928,2023-12-07 20:11:30,14,62,115,B1-126,,2023-12-07 15:14:08,34,.,.,Local,Local,2023-12-07 20:11:30,139594,160315,10861,0,0,,2023-12-07 18:15:10,,,,1,,
929,2023-12-08 00:28:05,14,73,121,B2-82,,2023-12-07 20:03:41,15,.,.,Local,Local,2023-12-08 00:28:05,120277,123410,1740,0,0,,2023-12-07 20:32:42,,,,1,,
930,2023-12-08 05:18:52,8,89,144,1130804100,,2023-12-08 03:21:55,7,.,.,Local,Local,2023-12-08 05:18:52,115380,132790,7016,0,0,,,,,,1,,
931,2023-12-08 15:52:26,8,88,142,C11-1,,2023-12-08 13:41:32,28,.,.,Local,Local,2023-12-08 15:52:26,13193,23714,7446,1,1,,,,,,1,,
932,2023-12-08 15:59:30,14,64,117,B1-136,,2023-12-08 01:08:59,35,.,.,Local,Local,2023-12-08 15:59:30,83918,91530,8040,0,0,,2023-12-08 03:23:00,,,,1,,
933,2023-12-08 23:43:34,14,84,136,B3-39,,2023-12-08 22:03:32,12,.,.,Local,Local,2023-12-08 23:43:34,83561,95144,6001,0,0,,,,,,1,,
934,2023-12-09 00:49:34,14,62,115,B1-126,,2023-12-08 20:39:02,37,.,.,Local,Local,2023-12-09 00:49:34,160315,187599,14260,0,0,,2023-12-09 00:37:05,,,,1,,
